phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
baseline,https://prompts.robertdevore.com/blog/metallic-sci-fi-hud/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/metallic-sci-fi-hud/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/prompts-coming-soon/,https://textexpander.com/,TextExpander,body,200,https://textexpander.com/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/prompts-coming-soon/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/prompts-coming-soon/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/simpsons-character-json-prompts-for-ai-generation/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/simpsons-character-json-prompts-for-ai-generation/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/top-secret-military-patches-json-prompt/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/top-secret-military-patches-json-prompt/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/youtube-thumbnail-generation-with-ai-json-prompts/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/youtube-thumbnail-generation-with-ai-json-prompts/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
baseline,https://prompts.robertdevore.com/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
baseline,https://prompts.robertdevore.com/page/2/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/page/2/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/page/2/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
baseline,https://prompts.robertdevore.com/blog/page/2/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/about/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/about/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/business/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/business/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/coding/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/coding/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/contact/,https://x.com/deviorobert,@deviorobert,body,200,https://x.com/deviorobert,0,verified,,
after,https://prompts.robertdevore.com/contact/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/contact/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/images/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/images/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/marketing/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/marketing/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/writing/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/writing/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/brutally-honest-company-product-diagnostic/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/brutally-honest-company-product-diagnostic/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/dependabot-security-maintenance-agent/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/dependabot-security-maintenance-agent/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/glowing-neon-icon-json-prompt/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/glowing-neon-icon-json-prompt/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/isometric-3d-icon-json-prompt-for-ai-generated-designs/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/isometric-3d-icon-json-prompt-for-ai-generated-designs/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/keyword-competitor-content-analysis/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/keyword-competitor-content-analysis/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/metallic-sci-fi-hud/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/metallic-sci-fi-hud/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/prompts-coming-soon/,https://textexpander.com/,TextExpander,body,200,https://textexpander.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/prompts-coming-soon/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/prompts-coming-soon/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/simpsons-character-json-prompts-for-ai-generation/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/simpsons-character-json-prompts-for-ai-generation/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/top-secret-military-patches-json-prompt/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/top-secret-military-patches-json-prompt/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/youtube-thumbnail-generation-with-ai-json-prompts/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/youtube-thumbnail-generation-with-ai-json-prompts/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/page/2/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/page/2/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
after,https://prompts.robertdevore.com/blog/page/2/,https://robertdevore.com/,Robert DeVore,body,200,https://robertdevore.com/,0,verified,,
after,https://prompts.robertdevore.com/blog/page/2/,https://kujolang.ai/,Kujo,body,200,https://kujolang.ai/,0,verified,,
